collection_id,time,type,scheduling_class,priority,collection_type
376452798177,130497510241,3,2,117,0
376452798177,131121454840,6,2,117,0
376466396852,131339096742,0,2,117,0
376466396852,131361316319,2,2,117,0
376466396852,131419577024,3,2,117,0
376466396852,131673893585,6,2,117,0
376695645669,135663624406,1,0,107,0
376695645669,135706109128,2,0,107,0
376695645669,135708127562,3,0,107,0
376695645669,136388324082,6,0,107,0
376715220549,136219835957,0,2,117,0
376715220549,136251719280,2,2,117,0
376715220549,136258875936,3,2,117,0
376715220549,136657615003,6,2,117,0
376804246879,144672088409,1,0,103,0
376804246879,145514370217,2,0,103,0
376804246879,145516493701,3,0,103,0
376804246879,145623336550,6,0,103,0
376919934153,149014711243,1,2,115,0
376919934153,149070571824,2,2,115,0
376919934153,149076448437,3,2,115,0
376919934153,149406996661,6,2,115,0
376972652778,151167751581,0,2,117,0
376972652778,151195983896,2,2,117,0
376972652778,151215734575,3,2,117,0
376972652778,154375863224,6,2,117,0
376976488572,151984603840,0,2,25,0
376976488572,151984603846,2,2,25,0
376976488572,151984671974,3,2,25,0
376976488572,156322141069,6,2,25,0
376976488700,151984837359,0,2,25,0
376976488700,151984837365,2,2,25,0
376976488700,151984960773,3,2,25,0
376976488700,158524273746,6,2,25,0
377029893745,153125795744,0,2,117,0
377029893745,153158651989,2,2,117,0
377029893745,153176011274,3,2,117,0
377029893745,160984161557,6,2,117,0
377030059688,153178108938,1,2,115,0
377030059688,153788921887,2,2,115,0
377030059688,153799462905,3,2,115,0
377030059688,154013643176,6,2,115,0
377031827727,153842940670,0,2,25,0
377031827727,153842940674,2,2,25,0
377031827727,153843140281,3,2,25,0
377031827727,154036212320,6,2,25,0
377123533929,157052419271,0,2,117,0
377123533929,157086801910,2,2,117,0
377123533929,157108252066,3,2,117,0
377123533929,159119710126,6,2,117,0
377125648809,157154090972,1,2,115,0
377125648809,157220921986,2,2,115,0
377125648809,157223554922,3,2,115,0
377125648809,158153129635,6,2,115,0
377179971722,159188948218,0,1,200,0
377179971722,159188948225,2,1,200,0
377179971722,159189095558,3,1,200,0
377179971722,159276113401,6,1,200,0
377210414996,161136256720,0,2,117,0
377210414996,161166978851,2,2,117,0
377210414996,161210284648,3,2,117,0
377210414996,161571371456,6,2,117,0
377265977277,162978205256,0,2,117,0
377265977277,162998982541,2,2,117,0
377265977277,163047377646,3,2,117,0
377265977277,163863372700,6,2,117,0
377384389184,167378736307,0,2,117,0
377384389184,167407125011,2,2,117,0
377384389184,167455583017,3,2,117,0
377384389184,167783152326,6,2,117,0
377385834636,167704091756,0,2,25,0
377385834636,167704091760,2,2,25,0
377385834636,167711097677,3,2,25,0
377385834636,167898038596,6,2,25,0
377386193229,167940793418,1,0,105,0
377386193229,167944483192,2,0,105,0
377386193229,167949680479,3,0,105,0
377386193229,168206638928,6,0,105,0
377445371167,171059483676,1,0,105,0
377445371167,171985966883,2,0,105,0
377445371167,171987453223,3,0,105,0
377445371167,172068326203,6,0,105,0
377550853568,176281173639,0,2,117,0
377550853568,176310683461,2,2,117,0
377550853568,176340144351,3,2,117,0
377550853568,176750032093,6,2,117,0
377740104511,185620423088,0,2,117,0
377740104511,185650632283,2,2,117,0
377740104511,185662311817,3,2,117,0
377740104511,186124159503,6,2,117,0
377752663691,189943167074,0,0,105,0
377752663691,190014553120,1,0,105,0
377752663691,190136172026,2,0,105,0
377752663691,190145361582,3,0,105,0
377752663691,191015169684,6,0,105,0
377753320452,190556704610,0,2,117,0
377753320452,190582033007,2,2,117,0
377753320452,190627635362,3,2,117,0
377753320452,191714051456,6,2,117,0
377756651506,191681932429,1,2,115,0
377756651506,197863071901,2,2,115,0
377756651506,197872173843,3,2,115,0
377756651506,198220372705,6,2,115,0
377761080820,195080756665,0,0,118,0
377761080820,195080756672,2,0,118,0
377761080820,195081292334,3,0,118,0
377761080820,195131691372,6,0,118,0
377771526419,198714045856,1,2,115,0
377771526419,198721793585,2,2,115,0
377771526419,198729059536,3,2,115,0
377771526419,203083001171,6,2,115,0
377771825440,198848125063,1,2,115,0
377771825440,198905204221,2,2,115,0
377771825440,198915006387,3,2,115,0
377771825440,199031593275,6,2,115,0
377777140603,201412992813,0,2,117,0
377777140603,201433206415,2,2,117,0
377777140603,201485831491,3,2,117,0
377777140603,201745179132,6,2,117,0
377781060304,204064789751,0,2,117,0
377781060304,204087481905,2,2,117,0
377781060304,204121209223,3,2,117,0
377781060304,205333726250,6,2,117,0
377784911852,207669827891,1,0,105,0
377784911852,208594992887,2,0,105,0
377784911852,208604596997,3,0,105,0
377784911852,208748607483,6,0,105,0
377784960388,207678968633,0,0,105,0
377784960388,207737961163,1,0,105,0
377784960388,209269033412,2,0,105,0
377784960388,209273924681,3,0,105,0
377784960388,209870728425,6,0,105,0
377786991649,209155049419,0,1,119,0
377786991649,209155049425,2,1,119,0
377786991649,209163195222,3,1,119,0
377786991649,209709389387,6,1,119,0
377788490293,210428704137,0,2,117,0
377788490293,210458685725,2,2,117,0
377788490293,210500690406,3,2,117,0
377788490293,211955490514,6,2,117,0
377792196487,212403757113,1,2,115,0
377792196487,212460794059,2,2,115,0
377792196487,212467856757,3,2,115,0
377792196487,213217250047,6,2,115,0
377794370859,214191962823,0,2,25,0
377794370859,214191962827,2,2,25,0
377794370859,214192341130,3,2,25,0
377794370859,214268438160,6,2,25,0
377796310621,215884599508,0,2,117,0
377796310621,215905592800,2,2,117,0
377796310621,215959301706,3,2,117,0
377796310621,216291705688,6,2,117,0
377825889754,225944644027,0,2,25,0
377825889754,225944644033,2,2,25,0
377825889754,225945556943,3,2,25,0
377825889754,226234055881,6,2,25,0
377836161440,229274725971,0,2,117,0
377836161440,229305975017,2,2,117,0
377836161440,229310712631,3,2,117,0
377836161440,230672975354,6,2,117,0
377917770576,232888490746,1,2,115,0
377917770576,233845620296,2,2,115,0
377917770576,233851397051,3,2,115,0
377917770576,234399378958,6,2,115,0
377978223896,236479406107,1,0,105,0
377978223896,237638779597,2,0,105,0
377978223896,237639810706,3,0,105,0
377978223896,238152931408,6,0,105,0
377978296149,236556960651,0,2,117,0
377978296149,236579775068,2,2,117,0
377978296149,236600451863,3,2,117,0
377978296149,236861309205,6,2,117,0
378030738432,238210303167,0,2,25,0
378030738432,238210303173,2,2,25,0
378030738432,238210714669,3,2,25,0
378030738432,238376054238,6,2,25,0
378097702587,240917929825,0,2,25,0
378097702587,240917929831,2,2,25,0
378097702587,240918151452,3,2,25,0
378097702587,241273766413,6,2,25,0
378097976713,241185868444,0,2,25,0
378097976713,241185868450,2,2,25,0
378097976713,241186164974,3,2,25,0
378097976713,241549091489,6,2,25,0
378125359233,241665061246,0,2,25,0
378125359233,241665061252,2,2,25,0
378125359233,241665392692,3,2,25,0
378125359233,241833200550,6,2,25,0
378136465295,241837793696,0,2,25,0
378136465295,241837793702,2,2,25,0
378136465295,241838333046,3,2,25,0
378136465295,242262352634,6,2,25,0
378146670585,242040093931,0,2,25,0
378146670585,242040093937,2,2,25,0
378146670585,242040266541,3,2,25,0
378146670585,242296797857,6,2,25,0
378369191539,252808152177,1,0,105,0
378369191539,253743073893,2,0,105,0
378369191539,253761374457,3,0,105,0
378369191539,253825363844,6,0,105,0
378411860219,254762748212,0,2,117,0
378411860219,254801991759,2,2,117,0
378411860219,254851927867,3,2,117,0
378411860219,255833877195,6,2,117,0
378465377032,256076958398,0,2,117,0
378465377032,256105197679,2,2,117,0
378465377032,256144126346,3,2,117,0
378465377032,259923709132,6,2,117,0
378550281827,260569479568,0,2,117,0
378550281827,260602485689,2,2,117,0
378550281827,260619100055,3,2,117,0
378550281827,261244764033,6,2,117,0
378616639722,266865500417,0,0,105,0
378616639722,266936505163,1,0,105,0
378616639722,267855191692,2,0,105,0
378616639722,267857963524,3,0,105,0
378616639722,267969273626,6,0,105,0
378630939501,269922220221,0,2,25,0
378630939501,269922220225,2,2,25,0
378630939501,269938861176,3,2,25,0
378630939501,270497751898,6,2,25,0
378631659174,270215308073,0,2,117,0
378631659174,270249499619,2,2,117,0
378631659174,270319294934,3,2,117,0
378631659174,270758616969,6,2,117,0
378631870698,270311193554,1,2,115,0
378631870698,270369532101,2,2,115,0
378631870698,270378794387,3,2,115,0
378631870698,270718828270,6,2,115,0
378636634224,271202615777,0,2,117,0
378636634224,271230378123,2,2,117,0
378636634224,271295082750,3,2,117,0
378636634224,271513163646,6,2,117,0
378654267080,276618082516,1,2,115,0
378654267080,276626939529,2,2,115,0
378654267080,276633263850,3,2,115,0
378654267080,276927388438,6,2,115,0
378656597590,277421579044,1,0,105,0
378656597590,277425780762,2,0,105,0
378656597590,277436516840,3,0,105,0
378656597590,277722884907,6,0,105,0
378659814937,278706727833,1,0,105,0
378659814937,278714019798,2,0,105,0
378659814937,278723231271,3,0,105,0
378659814937,278842835925,6,0,105,0
378667334332,281472659339,1,0,105,0
378667334332,281531789006,2,0,105,0
378667334332,281533055167,3,0,105,0
378667334332,282173498217,6,0,105,0
378667403828,281500098006,0,2,117,0
378667403828,281528772747,2,2,117,0
378667403828,281543800245,3,2,117,0
378667403828,288172989583,6,2,117,0
378667987130,281780792915,1,2,115,0
378667987130,281839185223,2,2,115,0
378667987130,281855702773,3,2,115,0
378667987130,281941771616,6,2,115,0
378776357732,315102002750,1,2,115,0
378776357732,328402025935,2,2,115,0
378776357732,328411165184,3,2,115,0
378776357732,329051750025,6,2,115,0
378784299181,316373713645,1,2,115,0
378784299181,328402027618,2,2,115,0
378784299181,328411184037,3,2,115,0
378784299181,328854908814,6,2,115,0
378966109474,325834595527,0,2,115,0
378966109474,325887874078,1,2,115,0
378966109474,328402006769,2,2,115,0
378966109474,328404786915,3,2,115,0
378966109474,328521049765,6,2,115,0
379085487169,331450266150,1,2,115,0
379085487169,331470682959,2,2,115,0
379085487169,331471692504,3,2,115,0
379085487169,331990698555,6,2,115,0
379133566293,334241559280,1,2,115,0
379133566293,334294028066,2,2,115,0
379133566293,334295122414,3,2,115,0
379133566293,336022815583,6,2,115,0
379169666813,335906154025,1,2,115,0
379169666813,335949670750,2,2,115,0
379169666813,335951055302,3,2,115,0
379169666813,337022294038,6,2,115,0
379214860198,339130279528,1,2,115,0
379214860198,339134784722,2,2,115,0
379214860198,339138786149,3,2,115,0
379214860198,339939307595,6,2,115,0
379320207880,344490754211,0,2,117,0
379320207880,344528520193,2,2,117,0
379320207880,344540289218,3,2,117,0
379320207880,351999182286,6,2,117,0
379371569664,346916898444,1,0,105,0
379371569664,346921819854,2,0,105,0
379371569664,346926915954,3,0,105,0
379371569664,347075332057,6,0,105,0
379424385661,351095821419,1,2,115,0
379424385661,351151930331,2,2,115,0
379424385661,351158416407,3,2,115,0
379424385661,351222643618,6,2,115,0
379460486622,356300474325,1,2,115,0
379460486622,356312151259,2,2,115,0
379460486622,356316656330,3,2,115,0
379460486622,356388525362,6,2,115,0
379465715182,357770502556,1,2,115,0
379465715182,357785136888,2,2,115,0
379465715182,357793795510,3,2,115,0
379465715182,358380783123,6,2,115,0
379466480661,358382242126,1,2,115,0
379466480661,358398414428,2,2,115,0
379466480661,358400552914,3,2,115,0
379466480661,358450522057,6,2,115,0
379466501475,358393165717,1,0,105,0
379466501475,358398415293,2,0,105,0
379466501475,358400548838,3,0,105,0
379466501475,358458071289,6,0,105,0
379467780950,358690082797,1,2,115,0
379467780950,358705159112,2,2,115,0
379467780950,358711428781,3,2,115,0
379467780950,358798901804,6,2,115,0
379474827833,360228518611,0,0,105,0
379474827833,360297448186,2,0,105,0
379474827833,360299148442,3,0,105,0
379474827833,360431540424,6,0,105,0
379477566328,360902746986,1,0,105,0
379477566328,360910647570,2,0,105,0
379477566328,360914991932,3,0,105,0
379477566328,360973482518,6,0,105,0
379486125436,363209793695,0,2,119,0
379486125436,363209793699,2,2,119,0
379486125436,363210116454,3,2,119,0
379486125436,363308268896,6,2,119,0
379491243488,366559554882,1,0,105,0
379491243488,366608615111,2,0,105,0
379491243488,366617413893,3,0,105,0
379491243488,366699374630,6,0,105,0
379496464073,368244643526,1,0,105,0
379496464073,368263788423,2,0,105,0
379496464073,368272855653,3,0,105,0
379496464073,368442996748,6,0,105,0
379496692188,368402476077,1,1,115,0
379496692188,368447724149,2,1,115,0
379496692188,368450110398,3,1,115,0
379496692188,368935594581,6,1,115,0
379500469424,369206486473,0,2,117,0
379500469424,369228995239,2,2,117,0
379500469424,369249090911,3,2,117,0
379500469424,370025857439,6,2,117,0
379501042988,369598832671,1,2,115,0
379501042988,369613136041,2,2,115,0
379501042988,369622352818,3,2,115,0
379501042988,369932251596,6,2,115,0
379503694028,371318345965,0,2,117,0
379503694028,371353386187,2,2,117,0
379503694028,371403672068,3,2,117,0
379503694028,375153516939,6,2,117,0
379503908457,371456371725,1,2,115,0
379503908457,371513967339,2,2,115,0
379503908457,371523090322,3,2,115,0
379503908457,371588243167,6,2,115,0
379505459292,371823523821,1,0,105,0
379505459292,371882174250,2,0,105,0
379505459292,371888493640,3,0,105,0
379505459292,372003210241,6,0,105,0
379511351451,374410774475,0,2,117,0
379511351451,374436174658,2,2,117,0
379511351451,374474704193,3,2,117,0
379511351451,374825394911,6,2,117,0
379511666647,374682403552,0,2,117,0
379511666647,374708676130,2,2,117,0
379511666647,374778966837,3,2,117,0
379511666647,375103139063,6,2,117,0
379515096267,378777145732,0,2,25,0
379515096267,378777145736,2,2,25,0
379515096267,378777263178,3,2,25,0
379515096267,378829671195,6,2,25,0
379515733378,379754180659,0,2,25,0
379515733378,379754180663,2,2,25,0
379515733378,379754243447,3,2,25,0
379515733378,379880508022,6,2,25,0
379537299891,388089170856,0,2,117,0
379537299891,388115077047,2,2,117,0
379537299891,388129400275,3,2,117,0
379537299891,388433156751,6,2,117,0
379537824922,388587762228,0,2,117,0
379537824922,388620737916,2,2,117,0
379537824922,388680477364,3,2,117,0
379537824922,397249152952,6,2,117,0
379539577501,390178775992,0,2,117,0
379539577501,390215144815,2,2,117,0
379539577501,390272455394,3,2,117,0
379539577501,391219258778,6,2,117,0
379548854238,392123695417,0,2,117,0
379548854238,392153045101,2,2,117,0
379548854238,392170173761,3,2,117,0
379548854238,392349403617,6,2,117,0
379676829611,409281018885,0,2,25,0
379676829611,409281018889,2,2,25,0
379676829611,409281695475,3,2,25,0
379676829611,409386524873,6,2,25,0
379680731320,411170844636,0,2,25,0
379680731320,411170844644,2,2,25,0
379680731320,411171051205,3,2,25,0
379680731320,418782394308,6,2,25,0
379751232868,414640477287,0,2,117,0
379751232868,414678602093,2,2,117,0
379751232868,414707060769,3,2,117,0
379751232868,414939368299,6,2,117,0
379754922269,415140613437,1,2,115,0
379754922269,417954564126,2,2,115,0
379754922269,417958270882,3,2,115,0
379754922269,418123331804,6,2,115,0
379755203459,415215933545,1,2,115,0
379755203459,416116224124,2,2,115,0
379755203459,416125996876,3,2,115,0
379755203459,416757661453,6,2,115,0
379881116113,421507594247,1,2,115,0
379881116113,421514396869,2,2,115,0
379881116113,421523818023,3,2,115,0
379881116113,421827622775,6,2,115,0
379913558855,421870601261,1,2,115,0
379913558855,421881666458,2,2,115,0
379913558855,421890475029,3,2,115,0
379913558855,422025252218,6,2,115,0
379970397428,422955044943,0,2,25,0
379970397428,422955044947,2,2,25,0
379970397428,422955091030,3,2,25,0
379970397428,423119736383,6,2,25,0
379972058272,423466956943,1,0,105,0
379972058272,423474273879,2,0,105,0
379972058272,423476333331,3,0,105,0
379972058272,423531536007,6,0,105,0
380004716523,424936731162,1,2,115,0
380004716523,424944579417,2,2,115,0
380004716523,424951995862,3,2,115,0
380004716523,425025043834,6,2,115,0
380004954426,425110483930,1,2,115,0
380004954426,425128884278,2,2,115,0
380004954426,425131038331,3,2,115,0
380004954426,425175429072,6,2,115,0
380024816894,426712479874,1,0,105,0
380024816894,426722253747,2,0,105,0
380024816894,426725185380,3,0,105,0
380024816894,426784705067,6,0,105,0
380089736515,431712588225,0,2,119,0
380089736515,431712588231,2,2,119,0
380089736515,431712677035,3,2,119,0
380089736515,432512188051,6,2,119,0
380106946532,432631308624,0,2,117,0
380106946532,432662467803,2,2,117,0
380106946532,432677973474,3,2,117,0
380106946532,433193521380,6,2,117,0
380110342759,433845583062,1,2,115,0
380110342759,433901742767,2,2,115,0
380110342759,433903659030,3,2,115,0
380110342759,433958554249,6,2,115,0
380161808199,437108022036,1,2,115,0
380161808199,437163949348,2,2,115,0
380161808199,437172735866,3,2,115,0
380161808199,437238021530,6,2,115,0
380162503841,437598900434,1,2,115,0
380162503841,437658289690,2,2,115,0
380162503841,437669326227,3,2,115,0
380162503841,437740421582,6,2,115,0
380162585521,437657904707,1,2,115,0
380162585521,437658290130,2,2,115,0
380162585521,437669326230,3,2,115,0
380162585521,437788690671,6,2,115,0
380162674308,437717023153,1,2,115,0
380162674308,437719509680,2,2,115,0
380162674308,437729442579,3,2,115,0
380162674308,438081150817,6,2,115,0
380191854463,443861519715,1,2,115,0
380191854463,443919436583,2,2,115,0
380191854463,443921076125,3,2,115,0
380191854463,444585189791,6,2,115,0
380193275995,444771855567,1,2,115,0
380193275995,444779310633,2,2,115,0
380193275995,444788353690,3,2,115,0
380193275995,444854093058,6,2,115,0
380197299027,445620225997,1,2,115,0
380197299027,445636979389,2,2,115,0
380197299027,445645891101,3,2,115,0
380197299027,445887301416,6,2,115,0
380202451075,446560494395,1,2,115,0
380202451075,446617787614,2,2,115,0
380202451075,446627234797,3,2,115,0
380202451075,446753136713,6,2,115,0
380204358323,447227683170,1,0,105,0
380204358323,447231626842,2,0,105,0
380204358323,447238323831,3,0,105,0
380204358323,448035151096,6,0,105,0
380206036877,447778451316,1,0,105,0
380206036877,447784289160,2,0,105,0
380206036877,447791475688,3,0,105,0
380206036877,448214263860,6,0,105,0
380206633327,448306325530,0,2,119,0
380206633327,448306325535,2,2,119,0
380206633327,448306365466,3,2,119,0
380206633327,448463165182,6,2,119,0
380209293041,448885448109,1,0,105,0
380209293041,448890833920,2,0,105,0
380209293041,448910093857,3,0,105,0
380209293041,448972792583,6,0,105,0
380222571872,450537636276,0,2,117,0
380222571872,450572582277,2,2,117,0
380222571872,450620041512,3,2,117,0
380222571872,450835101170,6,2,117,0
380222921775,450738270184,0,2,115,0
380222921775,450796459745,2,2,115,0
380222921775,450798688259,3,2,115,0
380222921775,450860779260,6,2,115,0
380226111530,451394846626,0,2,117,0
380226111530,451420225977,2,2,117,0
380226111530,451482689887,3,2,117,0
380226111530,451921040435,6,2,117,0
380227105204,452023272538,0,2,115,0
380227105204,452032819044,2,2,115,0
380227105204,452041595226,3,2,115,0
380227105204,452135168806,6,2,115,0
380227108623,452027836310,1,2,115,0
380227108623,452032819067,2,2,115,0
380227108623,452041595223,3,2,115,0
380227108623,452263629456,6,2,115,0
380240987062,454228995990,1,2,115,0
380240987062,454238033503,2,2,115,0
380240987062,454246803125,3,2,115,0
380240987062,455095991880,6,2,115,0
380245310701,456088893588,1,2,115,0
380245310701,456147133197,2,2,115,0
380245310701,456155247770,3,2,115,0
380245310701,456307571618,6,2,115,0
380251643687,457701565230,1,2,115,0
380251643687,457744810558,2,2,115,0
380251643687,457755441155,3,2,115,0
380251643687,457895688089,6,2,115,0
380252400552,458289297633,1,2,115,0
380252400552,458297569654,2,2,115,0
380252400552,458301623297,3,2,115,0
380252400552,458476491057,6,2,115,0
380254083426,458541547258,1,2,115,0
380254083426,458728849615,2,2,115,0
380254083426,458739220939,3,2,115,0
380254083426,458824089985,6,2,115,0
380255531481,459165323582,1,2,115,0
380255531481,459218340097,2,2,115,0
380255531481,459228239862,3,2,115,0
380255531481,459368981743,6,2,115,0
380272931608,464334819612,0,2,117,0
380272931608,464367629459,2,2,117,0
380272931608,464371907785,3,2,117,0
380272931608,464943394784,6,2,117,0
380273233055,464630498995,0,2,117,0
380273233055,464666122191,2,2,117,0
380273233055,464677975852,3,2,117,0
380273233055,481231990622,6,2,117,0
380285711773,465843661381,0,2,117,0
380285711773,465870373228,2,2,117,0
380285711773,465911317381,3,2,117,0
380285711773,466444884847,6,2,117,0
380298604695,471359411025,0,2,117,0
380298604695,471394552604,2,2,117,0
380298604695,471419389154,3,2,117,0
380298604695,474703070986,6,2,117,0
380299504940,472169503510,0,2,25,0
380299504940,472169503515,2,2,25,0
380299504940,472169631031,3,2,25,0
380299504940,472521822532,6,2,25,0
380307341854,477744360792,0,0,118,0
380307341854,477744360799,2,0,118,0
380307341854,477745288662,3,0,118,0
380307341854,477812052955,6,0,118,0
380337169000,486301589718,0,2,25,0
380337169000,486301589724,2,2,25,0
380337169000,486301684689,3,2,25,0
380337169000,488638431617,6,2,25,0
380339822517,486813349876,1,2,103,0
380339822517,505967829861,2,2,103,0
380339822517,506013518239,3,2,103,0
380339822517,506650555226,6,2,103,0
380415096929,495978727204,0,2,25,0
380415096929,495978727209,2,2,25,0
380415096929,495983853721,3,2,25,0
380415096929,499458565829,6,2,25,0
380421066581,496835751438,0,2,25,0
380421066581,496835751443,2,2,25,0
380421066581,496838343571,3,2,25,0
380421066581,500193770470,6,2,25,0
380424255633,497053115296,0,2,25,0
380424255633,497053115302,2,2,25,0
380424255633,497054740188,3,2,25,0
380424255633,497247421155,6,2,25,0
380455658293,500510923143,0,2,25,0
380455658293,500510923149,2,2,25,0
380455658293,500511121380,3,2,25,0
380455658293,500696878695,6,2,25,0
380481164436,503119683367,0,2,25,0
380481164436,503119683372,2,2,25,0
380481164436,503133276982,3,2,25,0
380481164436,503648314700,6,2,25,0
380496863121,504674508097,0,2,117,0
380496863121,504705266003,2,2,117,0
380496863121,504731023175,3,2,117,0
380496863121,504916745208,6,2,117,0
380520740397,507385943086,0,2,117,0
380520740397,507409570271,2,2,117,0
380520740397,507443302033,3,2,117,0
380520740397,508528973324,6,2,117,0
380524842633,508133265408,0,2,25,0
380524842633,508133265413,2,2,25,0
380524842633,508135583148,3,2,25,0
380524842633,508727454144,6,2,25,0
380536390740,509002069743,0,2,25,0
380536390740,509002069748,2,2,25,0
380536390740,509003209533,3,2,25,0
380536390740,509727602943,6,2,25,0
380564155823,512441894843,0,2,25,0
380564155823,512441894848,2,2,25,0
380564155823,512442241560,3,2,25,0
380564155823,513212150955,6,2,25,0
380626919259,522022135708,1,2,115,0
380626919259,522952776351,2,2,115,0
380626919259,522954394142,3,2,115,0
380626919259,523020472248,6,2,115,0
380629789791,523446292606,0,2,25,0
380629789791,523446292611,2,2,25,0
380629789791,523448443168,3,2,25,0
380629789791,523994096856,6,2,25,0
380648303418,526624615662,1,2,115,0
380648303418,527552546127,2,2,115,0
380648303418,527553226034,3,2,115,0
380648303418,528206123684,6,2,115,0
380653450261,527841226676,0,2,25,0
380653450261,527841226681,2,2,25,0
380653450261,527841367745,3,2,25,0
380653450261,528455990112,6,2,25,0
380653766743,528271253519,1,2,115,0
380653766743,532335555674,2,2,115,0
380653766743,532354601528,3,2,115,0
380653766743,532985802281,6,2,115,0
380655306431,529073764323,1,2,115,0
380655306431,530006297615,2,2,115,0
380655306431,530007769242,3,2,115,0
380655306431,530150285392,6,2,115,0
380655408275,529186287785,0,2,117,0
380655408275,529225882588,2,2,117,0
380655408275,529271046801,3,2,117,0
380655408275,529567355655,6,2,117,0
380666120056,532409623028,1,2,115,0
380666120056,532457853279,2,2,115,0
380666120056,532479327771,3,2,115,0
380666120056,533200182238,6,2,115,0
380675639268,534543672306,1,2,115,0
380675639268,534551574439,2,2,115,0
380675639268,534555292672,3,2,115,0
380675639268,535522667802,6,2,115,0
380676114789,534915689027,1,2,115,0
380676114789,534919635843,2,2,115,0
380676114789,534921731055,3,2,115,0
380676114789,534972532489,6,2,115,0
380676288947,535099526828,1,2,115,0
380676288947,535103456983,2,2,115,0
380676288947,535108461044,3,2,115,0
380676288947,535877945197,6,2,115,0
380676464264,535206377825,0,0,0,0
380676464264,535206377830,2,0,0,0
380676464264,535206965002,3,0,0,0
380676464264,535575536639,6,0,0,0
380676965563,535738488236,0,2,25,0
380676965563,535738488241,2,2,25,0
380676965563,535738689962,3,2,25,0
380676965563,540200949278,6,2,25,0
380679142144,536748895898,1,2,115,0
380679142144,536759477081,2,2,115,0
380679142144,536762237805,3,2,115,0
380679142144,536892641560,6,2,115,0
380679471872,537063444195,0,0,105,0
380679471872,537129393634,2,0,105,0
380679471872,537144353522,3,0,105,0
380679471872,537945729579,6,0,105,0
380680109887,537483375954,1,2,115,0
380680109887,537499035241,2,2,115,0
380680109887,537502605864,3,2,115,0
380680109887,538444796866,6,2,115,0
380680364581,537674369977,1,2,115,0
380680364581,537683496164,2,2,115,0
380680364581,537687209460,3,2,115,0
380680364581,538569935303,6,2,115,0
380688714455,541942706905,1,2,115,0
380688714455,541981187826,2,2,115,0
380688714455,541991426464,3,2,115,0
380688714455,542065510205,6,2,115,0
380691208110,543131373427,1,0,105,0
380691208110,543151616125,2,0,105,0
380691208110,543152452229,3,0,105,0
380691208110,543260892450,6,0,105,0
380702715690,550526584960,0,2,117,0
380702715690,550556327002,2,2,117,0
380702715690,550573112925,3,2,117,0
380702715690,551242260423,6,2,117,0
380706305402,554868159168,0,2,118,0
380706305402,554868159174,2,2,118,0
380706305402,554868213788,3,2,118,0
380706305402,621391852267,6,2,118,0
380716126904,562750348529,0,2,117,0
380716126904,562782626586,2,2,117,0
380716126904,562835032550,3,2,117,0
380716126904,563128757371,6,2,117,0
380716856869,563652037972,0,2,117,0
380716856869,563684413490,2,2,117,0
380716856869,563693048828,3,2,117,0
380716856869,564008229304,6,2,117,0
380723621606,568261006584,0,2,117,0
380723621606,568301779698,2,2,117,0
380723621606,568351321958,3,2,117,0
380723621606,578469139629,6,2,117,0
380734364277,573028366657,0,2,117,0
380734364277,573057547517,2,2,117,0
380734364277,573074492506,3,2,117,0
380734364277,574298064026,6,2,117,0
380756910802,576661723412,1,2,115,0
380756910802,582701300626,2,2,115,0
380756910802,582708021222,3,2,115,0
380756910802,585884247885,6,2,115,0
380765154987,577869761963,1,1,115,0
380765154987,577919076913,2,1,115,0
380765154987,577924441531,3,1,115,0
380765154987,578760630805,6,1,115,0
380766204435,577931891313,0,2,117,0
380766204435,577973967185,2,2,117,0
380766204435,577988884715,3,2,117,0
380766204435,578351825880,6,2,117,0
380778405624,579885953433,1,2,115,0
380778405624,581659158223,2,2,115,0
380778405624,581665776683,3,2,115,0
380778405624,581819610389,6,2,115,0
380780325969,581675021335,0,0,105,0
380780325969,581721377839,1,0,105,0
380780325969,590739332068,2,0,105,0
380780325969,590749025041,3,0,105,0
380780325969,590864835766,6,0,105,0
380784792792,581951563756,1,2,115,0
380784792792,581966702740,2,2,115,0
380784792792,581975223963,3,2,115,0
380784792792,585097854172,6,2,115,0
380808814474,586376024048,1,2,115,0
380808814474,587299251170,2,2,115,0
380808814474,587319375252,3,2,115,0
380808814474,587387857275,6,2,115,0
380811402736,586654855201,0,2,117,0
380811402736,586680588340,2,2,117,0
380811402736,586687778921,3,2,117,0
380811402736,587100411317,6,2,117,0
380820438269,587350927400,1,2,115,0
380820438269,587421471377,2,2,115,0
380820438269,587431254320,3,2,115,0
380820438269,587980288173,6,2,115,0
380820839644,587578475678,0,2,117,0
380820839644,587606051392,2,2,117,0
380820839644,587620626415,3,2,117,0
380820839644,587897096415,6,2,117,0
380846247687,592500796987,1,2,115,0
380846247687,592519850470,2,2,115,0
380846247687,592523004857,3,2,115,0
380846247687,595865755344,6,2,115,0
380848806480,592964206479,0,2,25,0
380848806480,592964206483,2,2,25,0
380848806480,592964306188,3,2,25,0
380848806480,593136620659,6,2,25,0
380855197028,593325603987,0,2,117,0
380855197028,593352615442,2,2,117,0
380855197028,593379074086,3,2,117,0
380855197028,593612140750,6,2,117,0
380891620345,597805252176,1,2,115,0
380891620345,597864632668,2,2,115,0
380891620345,597867474894,3,2,115,0
380891620345,598283547233,6,2,115,0
380922201409,602997689491,0,2,25,0
